title,year,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
The Little Russian Servant,1899,0.03056908984603391,0.15650945234847008,0.11394465016565972,0.11675112063925161,0.0034788540245566167,0.0029721301890469694,0.005739621906061197,0.5700350808809199
Capitals of the Northlands: Tales of Ten Cities,1914,0.010476030841434798,0.4375628561850486,0.017180690579953067,0.06344284277572913,0.027572913174656388,0.0064532349983238355,0.042993630573248405,0.3943178008716058
Russian Rambles,1895,0.0034406260083898036,0.006764278799612779,0.00484430461439174,0.7855154888673767,0.0891618263956115,0.0026500484027105523,0.001262504033559213,0.10636092287834786
Russia,1905,0.5279305798649785,0.02844202486759257,0.006711294978746619,0.32367081126542857,0.02191825972313777,0.0007785329484236128,0.040898552042370376,0.04964994430932194
The Secret City,1919,0.007191223218670044,0.07942651125526581,0.02246530380172124,0.4525689401183677,0.003211175147959579,0.00021321686093091774,0.40333522859431936,0.03158840100276536
"With the ""Die-Hards"" in Siberia",1920,0.3035140503592919,0.006148857860606415,0.04377227317871122,0.24123678214640415,0.2825991704153765,0.0070836010983233045,0.000949348600806216,0.11469591634048022
Condemned as a Nihilist: A Story of Escape from Siberia,1892,0.029751095804633688,0.025962742642454604,0.02170475892298059,0.8465638697557921,0.014409830932999374,0.0005400751408891672,0.021986537257357545,0.039081089542892924
Through Russian Snows: A Story of Napoleon's Retreat from Moscow,1895,0.0019170905777845266,0.034868271201882926,0.7204654164452206,0.057873358135297245,0.13182370359122314,0.0122428061650596,0.011787259889150406,0.029022093994381597
A Journey in Russia in 1858,1918,0.039741155769586964,0.005012502315243563,0.09345480644563808,0.1603653454343397,0.5767387479162808,0.013208464530468606,0.0021416002963511763,0.10933737729209113
Turkish Harems & Circassian Homes,1871,0.004386964448495898,0.028407019143117593,0.11769598906107566,0.26095031905195987,0.24563582497721057,0.00420464904284412,0.003703281677301732,0.33501595259799455
The Economics of the Russian Village,1892,0.29245055475156784,0.009286058851905452,0.1337433671008201,0.43282682103232034,0.05414857694163049,0.008803666184274,0.04015918958031839,0.028581765557163536
The Story of Russia,1905,0.05930800069722852,0.006492940561268956,0.16580965661495556,0.6821073731915636,0.02008889663587241,0.0021352623322293883,0.010327697402823776,0.05373017256405787
The Red Cross Girls with the Russian Army,1916,0.3327791114084451,0.03164967927275589,0.042235645980087354,0.4062512297823776,0.0010330171972767696,0.0004820746920624925,0.1312128605721931,0.05435638109480145
In Search of a Siberian Klondike,1903,0.5155346433925894,0.0005153673163418291,0.23255113514671236,0.17774817948168772,0.04734016920111373,0.00022087170700364105,0.008439976440351254,0.017649657314200044
Our Little Russian Cousin,1901,0.5531624972547767,0.000623914388963204,0.23363846906382893,0.15229999800347396,0.02136781999321181,0.00036436600315451113,0.03664124423503105,0.0019016910575598458
The Red Symbol,1910,0.02367668322122336,0.050300182309674986,0.12526717797196202,0.19891400012573082,0.006797321933739863,0.0018623876280882631,0.013335324071163638,0.5798469227384171
"Tent Life in Siberia
A New Account of an Old Undertaking; Adventures among the Koraks and Other Tribes In Kamchatka and Northern Asia",1910,0.03907145586549484,0.02804885217953617,0.1795729108491814,0.14115546280238675,0.0029173157755503954,0.0017415713823814704,0.035838158784280295,0.5716542723611887
"Fred Markham in Russia; Or, The Boy Travellers in the Land of the Czar",1870,0.00848545792079208,0.008794863861386138,0.05467976485148515,0.8791847153465346,0.017210705445544556,0.0005027846534653465,0.016375309405940595,0.014766398514851484
"The Boy Travellers in The Russian Empire
Adventures of Two Youths in a Journey in European and Asiatic Russia, with Accounts of a Tour across Siberia, Voyages on the Amoor, Volga, and Other Rivers, a Visit to Central Asia, Travels among the Exiles, and a Historical Sketch of the Empire from Its Foundation to the Present Time",1887,0.004929179063822654,0.004761555546243138,0.044027364539244856,0.7664637723672632,0.08461320873318527,0.005725390772325358,0.004510120269873863,0.08496940870804173
"Overland through Asia; Pictures of Siberian, Chinese, and Tartar Life",1870,0.03189348558592287,0.0023165481093223514,0.0857746786471983,0.868409147635093,0.005966866342193935,0.0005381879445900411,0.002628541120678897,0.002472544615000624
"The War with Russia; Its Origin and Cause
A Reply to the Letter of J. Bright, Esq., M.P.",1855,0.005286962427834892,0.045946404865549066,0.10380198203204591,0.7905668241178103,0.01732734401531289,0.0005943008860485936,0.0050091074681238605,0.031467074187274235
"The Price of Power
Being Chapters from the Secret History of the Imperial Court of Russia",1913,0.007196149772025975,0.7228964214986414,0.0036038318058306085,0.16838990466540782,0.0045709943351908994,0.0007023442177497352,0.009130474830746558,0.08350987887440704
By Right of Sword,1897,0.04395635673624288,0.08904174573055028,0.055759013282732445,0.16266603415559772,0.03219165085388994,0.005056925996204934,0.008358633776091081,0.6029696394686908
The Haskalah Movement in Russia,1913,0.11521426861383766,0.0019272204931769208,0.13350490782858507,0.6613957385683504,0.009875508738328943,0.0014005266937993774,0.06378980129279385,0.0128920277711276
A Dash for a Throne,1899,0.048837465391391895,0.14237509438711302,0.35015259249937075,0.3821183614397181,0.002115844450037755,0.0005427258998238107,0.03634690410269318,0.0375110118298515
Secret Diplomatic History of The Eighteenth Century,1899,0.02355617490171469,0.036679340703962796,0.5161640118865244,0.06846287306890125,0.021415123941010358,0.28570571623691843,0.005818675132431386,0.04219808412853689
One Year at the Russian Court: 1904-1905,1918,0.0010010508769386867,0.557929591245108,0.1094769169444847,0.07901960429047689,0.08603149007102479,0.002432417741701696,0.0018163864328163502,0.16229254239744892
The Romance of the Romanoffs,1917,0.06746031746031746,0.012548262548262547,0.04643929643929644,0.25664950664950664,0.41537966537966536,0.005684255684255684,0.00782925782925783,0.188009438009438
"From Paris to Pekin over Siberian Snows
A Narrative of a Journey by Sledge over the Snows of European Russia and Siberia, by Caravan Through Mongolia, Across the Gobi Desert and the Great Wall, and by Mule Palanquin Through China to Pekin",1885,0.06398720999405116,0.060864069006543724,0.021750446162998215,0.17166121356335515,0.0039039262343842952,0.003606484235574063,0.008811719214753122,0.6654149315883403
Peter and Alexis: The Romance of Peter the Great,1905,0.060536077326390124,0.040419802403966185,0.13172771694546492,0.04049113671220173,0.028435638620394478,0.016879480686236046,0.004110639512073332,0.6773995077932732
Barlasch of the Guard,1903,0.5836339306492903,0.0017551004576836552,0.0057889225040726085,0.35037041346675973,0.0017551004576836552,0.0005139244434101311,0.027082848498952757,0.029099759522147235
The Isle of Unrest,1900,0.026246473422714904,0.0073465158664769185,0.5401904975906924,0.028568396874141762,0.023275410081641825,0.019755074526252716,0.018656530097620652,0.3359611015404589
The Sowers,1896,0.024150743099787687,0.002573692786253888,0.1381091690119982,0.12978941391398804,0.6252468770058757,0.0064002863773268154,0.0008455537451241791,0.07288426405964549
"The Siberian Overland Route from Peking to Petersburg,
Through the Deserts and Steppes of Mongolia, Tartary, &c.",1864,0.08473150878358736,0.31327089995431706,0.047229951409942274,0.41103243490178165,0.01670542796627767,0.000882511732214793,0.0015054611902487645,0.12464180406163046
The Two Great Retreats of History,1889,0.011652698132627554,0.42712101161593885,0.12593001029260403,0.1550727834142038,0.04447140126451992,0.0011542420232318776,0.002271724746360829,0.23232612851051315
"The History of the American Expedition Fighting the Bolsheviki
Campaigning in North Russia 1918-1919",1920,0.07079039908406935,0.1615247791952895,0.08199419365390906,0.19938869807000328,0.0029133954857703632,0.0023000490677134444,0.00843351324828263,0.4726549721949624
"Historic Tales: The Romance of Reality. Vol. 08 (of 15), Russian",1898,0.007942042460870912,0.5536830414794153,0.009474490762263891,0.18625703807014826,0.002104964099385299,0.0014506603302512182,0.0027076123077982676,0.2363801504898669
The Prophet's Mantle,1889,0.7912072767364939,0.010611907386990077,0.0062017640573318635,0.11039140022050717,0.009509371554575523,0.004547960308710033,0.011714443219404631,0.05581587651598677
The Russian Opera,1914,0.003958023930282735,0.8258539524196484,0.1071328494970157,0.005106901672878078,0.0030333174545352642,0.01824894219183456,0.005134923081234062,0.031531089752570955
Russian Memories,1916,0.33757778184480236,0.003866215226939971,0.2327095534407028,0.3305499633967789,0.00992404831625183,0.0010294655929721816,0.013584370424597364,0.07075860175695461
Red Dusk and the Morrow: Adventures and Investigations in Red Russia,1922,0.9010947876481883,0.016404199475065617,0.03144762106079022,0.01994486427451602,0.0031223026651869858,0.0003038630238334302,0.0009203966953795205,0.026761965157039935
My Disillusionment in Russia,1921,0.002694763138415988,0.022032290895632866,0.025733253145817914,0.010142949666913398,0.8896766284233901,0.0057480569948186525,0.003990099925980755,0.03998195780903035
"Northern Lands; Or, Young America in Russia and Prussia",1872,0.04573538030737171,0.030269113050273508,0.18450849830685073,0.13635142615264392,0.05146603933315968,0.003471769992185465,0.003895057306590258,0.5443027155509247
"Lectures on Russian Literature: Pushkin, Gogol, Turgenef, Tolstoy",1889,0.016962467911835002,0.0103235372222714,0.02236213153934673,0.45659245817473665,0.12327387802071346,0.0034633088430556787,0.24821855359830045,0.11880366468974064
A Short History of Russia,1910,0.000842026689970324,0.006340233400695467,0.02833306024359604,0.035342363500646304,0.8951745043421266,0.000842026689970324,0.02727711325941704,0.005848671873577657
"New lands within the Arctic circle
Narrative of the discoveries of the Austrian ship ""Tegetthoff"" in the years 1872-1874",1876,0.010855476344782893,0.01647224022467056,0.0875459062432491,0.08689781810326205,0.6217865629725644,0.018416504644631675,0.008695182544826098,0.14933030892201343
The Garden of Swords,1899,0.016129805387786404,0.005104975553638194,0.0351116863196242,0.8885293835682101,0.011719873454127122,0.000982647876521906,0.0022289329882082256,0.04019269485188381
The Great White Army,1916,0.0013831119008197717,0.001261963413156726,0.572032871622986,0.3554193756814603,0.06462262246092963,0.000736986633283528,0.0008985179501675889,0.0036445503371966242
Essays on Russian Novelists,1911,0.006231911756675586,0.029603287282258504,0.1801793807677606,0.12393518265712881,0.039514279473597994,0.0009624310599028013,0.00964478785562169,0.609928739147054
Trapped in 'Black Russia': Letters June-November 1915,1918,0.004484838863311637,0.005913637085251627,0.2845927925067471,0.3225988252103508,0.3330131766947134,0.0026432767105889826,0.0098190188918876,0.03693443403714875
The Genius,1906,0.02594097456508346,0.01086191216592836,0.011624666295068501,0.8625649074427201,0.0313389268636137,0.0009754451843811423,0.003234370874526946,0.05345879660867779
Confessions of the Czarina,1918,0.007138521459824477,0.01072991223854928,0.6383380965628873,0.14027289511621438,0.15087002706188826,0.002156099041452743,0.0029907180252409012,0.047503730493942686
Old Peter's Russian Tales,1917,0.002009239888423989,0.008267956764295677,0.08583071827057183,0.030060146443514645,0.029694037656903767,0.0009457810320781032,0.840067119944212,0.003125
"The Soldier and Death
A Russian Folk Tale Told in English by Arthur Ransome",1920,0.002746310983685744,0.06892266699908067,0.2070562662636147,0.03515667606775013,0.046562631472334325,0.5404155694407654,0.023563737787680946,0.07557614098508812
Through Siberia and Manchuria By Rail,1904,0.008802435723951285,0.0473680649526387,0.018031123139377537,0.4384912043301759,0.3611163734776725,0.0013058186738836265,0.04360622462787551,0.0812787550744249
Afghanistan and the Anglo-Russian Dispute,1885,0.01128757261934832,0.04178769891386714,0.18601603940388986,0.14383367011871684,0.03968279026690242,0.0024680053885661364,0.011245474446409026,0.5636787488423003
"Napoleon's Campaign in Russia, Anno 1812; Medico-Historical",1913,0.13820593962999025,0.10259597996939769,0.00612915565447211,0.29163478926137154,0.014962094867158158,0.001295381833356517,0.002025664209208513,0.4431509945750452
"The First Landing on Wrangel Island
With Some Remarks on the Northern Inhabitants",1883,0.0478452790662876,0.03213377225796798,0.25139657838296176,0.3482093870018455,0.06779639882288394,0.0020075814255075064,0.016821287844780288,0.23378971519776548
The Rise of the Russian Empire,1900,0.01907000074310768,0.007514676376606971,0.04504161402987294,0.364466448688415,0.47883072007133837,0.0018299026528944046,0.0018670580367095193,0.08137957940105522
For Sceptre and Crown: A Romance of the Present Time. Vol. 1 (of 2),1875,0.0007517032814238042,0.19244038515016684,0.15291730394883205,0.040987381813125695,0.04425490127919911,0.01293537958843159,0.03132386679644049,0.5243890781423804
For Sceptre and Crown: A Romance of the Present Time. Vol. 2 (of 2),1875,0.002727370922445453,0.014500972132209982,0.020333765392093327,0.24468027651760643,0.5530622164614388,0.009424281702311516,0.02292611795204148,0.13234499891985313
Great Catherine (Whom Glory Still Adores),1913,0.0077745256886008465,0.8551586264569069,0.025457760588163555,0.06354204777086708,0.029290579975260893,0.00146779560619523,0.0030009233610341643,0.014307740552971307
"Russia, as Seen and Described by Famous Writers",1904,0.003042035398230089,0.01626827626010004,0.048780781069642176,0.2754064063101193,0.5654698922662563,0.0016953636013851484,0.03488120430934976,0.05445604078491728
"The Heart of Asia
A history of Russian Turkestan and the Central Asian Khanates from the earliest times",1899,0.05332348297777598,0.007094280046957859,0.24953446949763186,0.5983180180544873,0.04789904060235599,0.0008197384933004089,0.006446585434967413,0.03656438489252318
"""The Greatest Failure in All History""
A Critical Examination of the Actual Workings of Bolshevism in Russia",1920,0.047920517560073934,0.00810536044362292,0.4515804066543438,0.31963955637707947,0.03827171903881701,0.0011552680221811461,0.0024861367837338264,0.13084103512014789
"Incidents of Travel in Greece, Turkey, Russia, and Poland, Vol. 1 (of 2)",1853,0.006324154913812402,0.0054286993507947166,0.5908327736736064,0.05154466084620551,0.2185471233490038,0.04035146630848444,0.029382135661517796,0.05758898589657488
"Incidents of Travel in Greece, Turkey, Russia, and Poland, Vol. 2 (of 2)",1853,0.46220351316159003,0.00973076824878086,0.19155475272550868,0.20674611279903995,0.007279725278933794,0.0009223325758929709,0.0005521229606556539,0.12101067224959784
The Russian Ballet,1913,0.007384694347102758,0.03476425613252628,0.07178949417719727,0.32978036175710596,0.335921737283636,0.0007477611411985417,0.07548847828395455,0.1441232168772787
The Practice and Theory of Bolshevism,1920,0.0018495032762629467,0.17566758261114637,0.0525082787289509,0.0036813922356091033,0.06617698865637991,0.31052279292609036,0.2933312196153034,0.09626224195025718
"Annajanska, the Bolshevik Empress",1917,0.03449290060851927,0.060334685598377284,0.13846855983772818,0.13323529411764706,0.05960446247464503,0.004107505070993915,0.47753549695740366,0.0922210953346856
Bolshevism: The Enemy of Political and Industrial Democracy,1919,0.46322473677013537,0.027869889238342677,0.03494632845617394,0.34268597019007246,0.0057517434705319295,0.0010683030220155886,0.08171236154792835,0.042740667304799675
Russia in the Shadows,1921,0.5368516142104552,0.036209982439551536,0.014833513440497095,0.3062694178035931,0.025369782520599758,0.0012579359719032824,0.020000337700932055,0.05920741591246792
